plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,2.152530846721071,-0.9428335564926966,0.02819739337824569,-0.9222035732596333,-1.6229231791965848,0.5322500261489683,0.9045322612196272,-0.19303134518568163,0.6890623875392012,-0.12146802358455552,-0.1440015297590252,0.35738301956534624,-0.3221628202373503,0.000156781351737391,0.27874497603840115,0.4064339289080529,0.3871726319461627,-0.45808237517368905,-0.17984650590138468,-0.08962533260887676
b,1.3700155752949361,1.2894162718502362,-0.4378427256226845,-0.49525806418412843,0.24604917914629487,0.09147315492501466,-0.6051022701056734,0.22872821428419937,0.9555925171826881,0.2631143175463453,-0.45333661392619606,0.30203626169189335,0.9529518092448359,-0.23476302597314463,-0.4317632718148404,-0.05719614683823726,0.1125889683260873,-0.030638070746075108,-0.09516236200569175,0.16656403239848663
c,1.9278144847722458,0.5701246187294927,1.879918158110532,2.5934711716268586,0.03628344107048445,-0.1927992982172558,-0.0570353829079008,-0.37700406652856644,0.14343647980846774,-0.49999010368191393,1.0040773761612245,0.24816677315981756,-0.17955622560554893,-0.47875167027506826,-0.3069634670631868,-0.07554335112913636,0.2816927437755022,0.08224294358541705,0.24025865230781165,0.003595298663097836
d,1.0732543320868144,-0.9390933042814164,-0.7663910495961747,0.3916397149161357,0.4974148336663954,0.13774594986204053,0.7566415833617524,0.8385810960055824,0.06701626627529286,0.3303499463747755,0.3277382694970256,-0.22230882561182402,0.5991977635369446,0.09954026903407608,-0.17720498936567142,0.2969253382877334,-0.17961835033210405,0.00567995768612185,0.15466441514669607,0.16856337332772503
e,2.272939390806048,-0.3731747304171447,1.8095634850578588,0.7996854317622478,-2.163622276265651,0.1852864049039251,0.24342781699726151,-0.12427068860621157,-0.0021226677444457095,-0.20701461711643857,-0.5626374254170196,-0.6960391548828759,0.845940001807656,0.7187471771060736,-0.12171279084307489,0.2591930301624372,-0.05459636113412063,-0.010480558128966859,0.2540436205579332,0.09063296033535952
f,1.0662836143290688,-0.0019778794210194395,-0.38950965647678926,0.18352450842131068,0.3528452964882471,1.6071140172533909,-1.421879574322613,-0.1305011330424962,0.7374660209872133,0.07788277392984494,0.4311678828539653,0.5065694700144701,-0.07432014805465702,0.39889936806483206,0.11285500959408326,0.07028686664950573,-0.3307904291578867,-0.048479731573401005,0.25959594001363834,-0.11663873303696666
g,1.2918060326653509,-1.1355043792745945,-1.1999324492715608,0.5655431761725699,0.5401968754116794,-0.044896546594117466,1.2836997939583912,1.711335306151079,0.11709066259051287,0.3855822535446825,0.8654494156841239,-0.27915685795792766,0.1528497317395651,-0.17513826814798691,0.351086312624914,-0.1592431065366107,-0.0619427754048806,-0.22425229101223512,0.02966063289154681,0.027815822964633925
h,0.7358246601622991,0.13416087023263312,0.4505038195039572,-0.40706370788566953,0.7722190538420253,0.1886036219364779,0.32837210895945085,-0.06529441003680143,-0.2542340645529786,-0.34845256193836854,-0.36370851051115527,0.25379297389152455,0.5253337495281346,-1.060125121771347,0.8350700380072459,0.27639539801908947,0.15332041499148527,0.3687115418633044,0.3174029872314652,0.06577708379991841
i,1.5270491562378838,0.09274612265042895,-0.13215334711539323,-0.3545188995720708,-2.3227762978345643,1.6412114569189036,1.4558789906883016,0.2654705776184571,-0.3798012782603702,0.25437999580065024,-0.2264270910497382,0.8546748653819788,-0.3225829507094163,-0.4056741579203113,-0.32144285431908276,-0.42527627482022834,-0.29370384697066954,0.331895406996853,-0.0003044872449852741,-0.07009140373891226
j,2.182971081303597,2.100678738257708,-1.6038870980642654,0.14934222249171578,0.1977919998964859,-0.7586956214364262,-0.33392948377813036,1.428435564553068,-0.42529788915148203,-0.5529468239799582,-0.4556575424088853,0.4889594736732223,-0.8007769484353854,0.5348061317581191,-0.13058856872857652,0.1550916702575788,0.09019808729244205,0.0250188062144613,0.19993961081570033,0.21258783919598473
k,1.2285960389730843,-0.03908784968201762,0.8221393954310644,-0.5354703703331736,1.0343596994036304,0.5577718029410009,0.44394656935561466,0.11582112154180561,-0.19678881332341377,-0.7311906617191649,0.5582817385404522,0.018686073088128374,-0.06616516679810201,0.2812787415870904,-0.5828314148696085,-0.05803302791828455,0.530175833414442,0.1351232051634776,-0.19413426326522465,-0.03134850663487774
l,1.065686775876263,-0.03508648738456648,-0.012088382330452488,-0.031300583055398234,0.4795989055332606,1.749733132807062,-0.6445252464230373,-0.028563342906066005,0.2848472032308417,1.5790126857356759,-0.16083009402774814,-0.23004868471473297,-0.41322278820814395,0.06328937062397878,0.09114873849185472,0.02064159102332356,0.6028285859334221,0.24417152486763136,0.012607606157464075,0.13971495062631994
m,1.0378828295600588,0.03811622294228579,0.1633870788506682,0.07328762685468378,1.2846319480121702,1.0986548665532794,-0.3436236469315823,-0.14083622564716772,0.8133730599107234,-0.30987346392939474,-0.0312046295214812,0.6038857872488638,0.23187468593997385,0.10081757491086606,-0.034235265645916106,-0.1523591104325263,-0.3808787401765446,-0.05302630129183743,0.05519172462497221,-0.06887258232844365
n,1.3500697195377669,0.05601649007842291,-0.9592362874922182,0.013063852556516712,0.5360449002887745,0.4112947256204497,1.0670902158745452,-1.940733781012177,-0.02671352544378532,-0.06947233989060336,0.5513895636148621,-0.12858390841825693,-0.391399707970957,0.14071420714033792,0.15302298433832714,-0.01824053223848129,-0.2541462961494645,-0.13166350425463513,-0.05804336057007928,0.4592085122152509
o,2.1338469155705644,0.6808189859492486,-0.5672624480704715,-1.1294245194806654,-0.9566827607894093,0.947902432587596,-1.203127912622932,0.5185157737063301,0.36623317004923117,-0.8476750299411552,0.5000773416286431,-1.2032335342245628,-0.21311363264423486,-0.702247647676366,0.06302704164368707,0.03357771708279129,-0.1574855595217624,0.05255948760903534,-0.25445637440867214,-0.011289487120175386
p,2.7091585631690682,1.2719121237482232,1.8632304464509892,1.6556806403669015,0.11248395064581183,-1.459051168712718,-0.328671058663668,0.15944709416922082,0.03995106741656419,0.9199044217641329,-0.30627837465958796,-0.004544167742716231,-0.4500649251272575,-0.4124397807256444,0.17459900623231495,-0.014429519603658361,-0.27323349380226347,-0.2696235772995148,-0.25865483725597704,-0.06241091656662527
q,2.223757932781409,3.225683562127938,-2.093378517081998,-0.7891226762623648,-0.3217496283471427,-1.1037588260889903,0.46807130020486337,-0.9555908270746188,-0.23873467454339867,0.4208402444493728,0.5869273657078179,-0.00044211326543955857,0.6059479599816014,0.18925431810441942,0.11488989926965021,0.05832175708341952,0.118788553130694,0.04782392393108403,0.0775973150923133,-0.3039452747095845
r,1.041661575277083,0.4090623631789495,0.003325008057227381,-0.09441308738331951,0.6944133896765067,0.21270806021126354,-0.0740456051540492,-0.016361403161572183,-0.5973564128486428,0.03304387884973941,-0.40079544561457525,0.014344926433680495,0.8323896489896306,-0.3351857119864747,-0.350496234579185,-0.3999958176219281,-0.010092676863237327,-0.15230173500672256,-0.28590317147226146,0.1752769855192286
s,1.531330153337303,0.1237337564772472,-0.422615819742985,-0.4795362706546636,0.18786111159369875,-0.5658682563097421,-0.06922507125849309,-0.43589580427544145,0.2583647867901037,-0.19832266810798582,-0.8889267745150826,-0.681453330628191,-0.7000941868962414,-0.1909444413916453,-0.03306308906222919,-0.22831850978154128,-0.0904550374076915,0.09869975623270753,0.23838201994758132,0.0709768842798894
t,0.9880220928491751,0.05187360380253823,0.2315504482899538,1.0416782944439569,-0.16934430782169566,-0.23511516183142372,-0.004399764077941079,0.1858491442297116,0.2317858320067126,-0.19181023519787782,0.11145786750762558,0.03303954378972118,0.17184251011859142,0.7936977397261501,0.687884773697855,-0.0869063237787284,-0.094981961682682,0.6505453567316904,-0.48394666391103497,0.03595629114997678
