cipher_symbol,letter
1,I
10,T
100,T
1000,E
1001,D
1002,E
1003,R
1004,H
1005,N
1006,H
1007,R
1008,H
1009,E
101,F
1010,I
1011,E
1012,S
1013,S
1014,R
1015,T
1016,O
1017,O
1018,L
1019,U
102,Y
1020,D
1021,E
1022,H
1023,T
1024,T
1025,S
1026,I
1027,U
1028,T
1029,G
103,Y
1030,L
1031,N
1032,T
1033,N
1034,E
1035,E
1036,N
1037,S
1038,T
1039,I
104,D
1040,E
1041,T
1042,T
1043,E
1044,R
1045,U
1046,O
1047,T
1048,A
1049,B
105,I
1050,Y
1051,P
1052,R
1053,E
1054,F
1055,P
1056,A
1057,H
1058,D
1059,C
106,R
1060,R
1061,A
1062,A
1063,H
1064,N
1065,E
1066,M
1067,U
1068,A
1069,S
107,A
1070,C
1071,I
1072,H
1073,E
1074,F
1075,O
1076,O
1077,S
1078,M
1079,I
108,T
1080,G
1081,T
1082,E
1083,H
1084,A
1085,H
1086,T
1087,B
1088,D
1089,R
109,Y
1090,V
1091,D
1092,R
1093,T
1094,B
1095,E
1096,O
1097,E
1098,A
1099,E
11,Y
110,E
1100,G
1101,F
1102,N
1103,U
1104,E
1105,P
1106,T
1107,D
1108,N
1109,T
111,B
1110,R
1111,A
1112,D
1113,N
1114,C
1115,R
1116,L
1117,A
1118,A
1119,A
112,E
1120,D
1121,T
1122,O
1123,O
1124,N
1125,H
1126,T
1127,M
1128,E
1129,T
113,I
1130,W
1131,I
1132,I
1133,A
1134,N
1135,H
1136,H
1137,A
1138,E
1139,E
114,O
1140,M
1141,T
1142,O
1143,T
1144,H
1145,T
1146,I
1147,O
1148,E
1149,T
115,F
1150,Y
1151,E
1152,E
1153,S
1154,I
1155,U
1156,V
1157,U
1158,C
1159,W
116,M
1160,T
1161,M
1162,E
1163,N
1164,R
1165,U
1166,T
1167,N
1168,C
1169,N
117,H
1170,N
1171,S
1172,K
1173,N
1174,T
1175,P
1176,E
1177,E
1178,P
1179,L
118,H
1180,S
1181,O
1182,Q
1183,O
1184,T
1185,E
1186,U
1187,T
1188,T
1189,T
119,A
1190,S
1191,O
1192,I
1193,T
1194,O
1195,I
1196,R
1197,Y
1198,H
1199,W
12,A
120,E
1200,F
1201,D
1202,W
1203,P
1204,C
1205,N
1206,H
1207,T
1208,C
1209,E
121,H
1210,I
1211,E
1212,E
1213,D
1214,C
1215,A
1216,N
1217,N
1218,S
1219,F
122,O
1220,A
1221,P
1222,N
1223,A
1224,A
1225,O
1226,L
1227,I
1228,V
1229,T
123,I
1230,T
1231,A
1232,V
1233,T
1234,E
1235,S
1236,G
1237,D
1238,I
1239,S
124,R
1240,E
1241,U
1242,N
1243,P
1244,H
1245,D
1246,R
1247,B
1248,R
1249,O
125,D
1250,H
1251,S
1252,H
1253,A
1254,R
1255,O
1256,G
1257,T
1258,W
1259,H
126,X
1260,I
1261,O
1262,N
1263,H
1264,O
1265,L
1266,H
1267,T
1268,R
1269,E
127,T
1270,S
1271,A
1272,H
1273,S
1274,O
1275,W
1276,D
1277,O
1278,U
1279,U
128,U
1280,L
1281,H
129,I
13,T
130,W
131,O
132,H
133,P
134,U
135,T
136,S
137,C
138,I
139,S
14,U
140,L
141,T
142,E
143,S
144,N
145,S
146,E
147,A
148,G
149,R
15,U
150,U
151,F
152,O
153,E
154,A
155,N
156,E
157,T
158,E
159,N
16,A
160,I
161,N
162,D
163,A
164,O
165,G
166,D
167,W
168,F
169,E
17,I
170,R
171,T
172,R
173,A
174,N
175,A
176,H
177,D
178,D
179,L
18,O
180,H
181,O
182,E
183,T
184,A
185,L
186,U
187,E
188,A
189,R
19,R
190,D
191,L
192,H
193,R
194,V
195,U
196,A
197,V
198,F
199,E
2,S
20,N
200,H
201,D
202,R
203,O
204,E
205,I
206,D
207,I
208,E
209,L
21,U
210,E
211,O
212,A
213,L
214,S
215,O
216,H
217,E
218,O
219,L
22,O
220,O
221,C
222,B
223,N
224,U
225,I
226,F
227,S
228,I
229,Y
23,A
230,E
231,E
232,O
233,S
234,E
235,C
236,T
237,U
238,S
239,O
24,N
240,X
241,O
242,I
243,E
244,C
245,O
246,N
247,O
248,A
249,T
25,T
250,R
251,E
252,R
253,L
254,T
255,M
256,R
257,E
258,T
259,T
26,P
260,S
261,S
262,S
263,S
264,R
265,E
266,N
267,F
268,P
269,A
27,A
270,P
271,T
272,E
273,I
274,H
275,G
276,T
277,A
278,F
279,M
28,A
280,N
281,E
282,T
283,T
284,R
285,E
286,I
287,C
288,M
289,S
29,R
290,I
291,L
292,I
293,H
294,M
295,K
296,T
297,T
298,O
299,R
3,G
30,A
300,S
301,D
302,T
303,L
304,L
305,H
306,G
307,H
308,H
309,B
31,I
310,H
311,F
312,S
313,I
314,N
315,E
316,N
317,S
318,B
319,W
32,E
320,N
321,A
322,R
323,I
324,E
325,S
326,N
327,T
328,S
329,B
33,T
330,T
331,N
332,T
333,R
334,H
335,O
336,H
337,N
338,O
339,T
34,O
340,B
341,O
342,O
343,F
344,H
345,M
346,O
347,T
348,T
349,S
35,A
350,V
351,S
352,S
353,H
354,T
355,I
356,D
357,S
358,T
359,B
36,L
360,I
361,O
362,A
363,T
364,Y
365,A
366,O
367,S
368,S
369,E
37,H
370,S
371,R
372,R
373,H
374,H
375,I
376,E
377,E
378,P
379,T
38,E
380,E
381,H
382,N
383,C
384,I
385,E
386,P
387,D
388,A
389,V
39,H
390,F
391,S
392,E
393,T
394,N
395,F
396,E
397,E
398,O
399,T
4,A
40,O
400,O
401,M
402,O
403,U
404,I
405,N
406,B
407,T
408,T
409,T
41,I
410,T
411,B
412,L
413,T
414,T
415,O
416,A
417,E
418,M
419,T
42,A
420,W
421,T
422,O
423,E
424,O
425,C
426,K
427,R
428,E
429,E
43,E
430,N
431,E
432,P
433,E
434,S
435,T
436,F
437,T
438,H
439,D
44,D
440,O
441,N
442,L
443,D
444,F
445,S
446,R
447,N
448,E
449,W
45,L
450,T
451,A
452,C
453,T
454,U
455,I
456,T
457,C
458,I
459,E
46,A
460,S
461,E
462,T
463,T
464,I
465,L
466,L
467,N
468,N
469,S
47,H
470,T
471,D
472,T
473,T
474,E
475,L
476,T
477,M
478,U
479,E
48,S
480,S
481,W
482,F
483,U
484,E
485,I
486,H
487,E
488,S
489,Y
49,N
490,E
491,P
492,T
493,E
494,W
495,I
496,O
497,B
498,P
499,T
5,S
50,C
500,R
501,L
502,E
503,I
504,O
505,A
506,O
507,D
508,T
509,O
51,G
510,W
511,A
512,N
513,T
514,S
515,A
516,A
517,R
518,I
519,U
52,Z
520,E
521,T
522,T
523,E
524,W
525,I
