cipher_symbol,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
1,1.7643845089787413,1.638065637225707,0.58870419159136,0.8413366752951714,0.7599057526852105,-0.43755501317189466,0.9139454892779901,0.6141489767683843,1.143005963694056,-0.5351457664807062,0.7145615632111607,-1.0640817264227838,0.9188732354397585,0.9121383695571914,0.3200789803502773,0.03188408183348857,0.11583661858374708,-0.08512507973448787,-0.20091660577528592,0.2855401909704884
10,2.2724518062319463,0.8141273194292052,0.041136943928289114,0.1763830827016696,-0.2072220515625091,-0.47210488987385385,-0.8744181822010566,0.41803756700180456,0.009525230882203348,1.4839249132286967,0.04785560369004112,-0.8696661052272227,-0.15222269740020422,-0.006414259231744218,-0.07230813375872715,-0.5132754638206379,0.25334523452254304,-0.47866391551779147,0.010577813286129592,-0.41513575892309684
11,0.9595539692042921,0.27458051192084343,0.25004221513203895,0.1688177675847302,-0.03339609085065517,0.19461681468496084,1.1635066336286453,-0.1496184199555772,-0.16574322777573836,0.01193562401740415,-0.2103675631416088,0.1736710487695184,-0.15912671736306036,0.3248711980520619,1.2208862017092839,-0.5541509280957201,-0.6671960361942594,-0.09871574654740013,0.49934634606120937,0.03357076549036875
12,1.5806325220940023,1.4014322344495622,2.099544024637618,2.5703153059535953,0.4434965298180369,0.502618056544639,-1.0700298448191023,1.1446717495451442,-1.4791168211570798,-0.9048691905905438,-0.1224000625965967,0.3240306851381857,-0.3887329704068294,0.1533960731105888,-0.28694376359153667,-0.12568814797888045,-0.23316529180452059,0.28104833713579186,-0.15403247479029208,-0.060782139814344494
13,1.4368567832238315,-0.618044083829733,0.7544956321129987,-0.2535061264781252,-0.6930332317067885,-0.45508014930038077,0.40089382523963035,-0.3178089159769693,-0.11305365131327524,0.327393472985233,-0.12325970334120799,0.2754028354529138,-0.7143318075985163,0.4481880321698041,0.8516221875914429,-0.24119028429813227,-0.28664204133516946,0.445128289649444,0.03448894585752117,-0.11654327693933594
14,1.232347077118329,1.2038768576289172,0.15118649726444913,0.05855758708073637,-0.11270923789657902,0.2837223071246907,0.07735833343235178,-0.2740610538552185,0.3948087020062427,-0.00821348316982704,-0.16821366037876329,0.16466070953622117,0.15142984765576478,-0.08878253200637998,-0.0634411441774493,0.1484077021208545,0.11039753536137946,0.5884885537352206,0.3352642360580008,0.44659129841537093
15,2.162002205601423,-0.11294749113833814,0.0934743111561429,-1.6669402275281309,2.546002443050246,1.248767718456917,-1.1944393969524243,-1.3062260121703382,-0.1181749310729311,-0.18117263614833976,-0.6173589602086755,-0.44441013568866744,0.44111725806473245,0.3171477238063725,-0.05288158763106307,-0.4593453446181137,-0.38520679547195885,0.12023290236959694,0.01845700820266802,0.034334608666435645
16,1.7798906746490817,-1.5214192489348068,-0.5275715369044682,-0.5863470581889496,1.6753739972218018,1.9943442292933318,0.2584216449003409,1.404225551861634,-0.23891782524120173,0.025044057622065713,0.6604646957294653,-0.4112376707279145,-0.5982252720062136,-0.39012015290768737,-0.0683567275678252,0.4319938965724048,0.43448321434299364,-0.07125781602116774,0.194595280730506,0.21435195416913608
17,0.8745634347963617,1.2261618648027872,0.7045460662622657,0.3595495386463193,-0.9018975623391695,1.6635008048937512,0.7711986288173287,-1.4156519730094745,-0.5490774184734412,0.378615829113759,0.19461406021433472,-0.13409260401854167,-0.7652337009842092,0.44120728100030177,-0.17299684140185898,0.12486541568399642,0.5619117483435746,-0.4110259526781712,-0.18702920335361262,-0.11175893344029503
18,1.6024556725781045,1.4025194029288595,-0.47548749232281917,0.08930553135838107,0.510032071764051,-0.07434750215773497,1.429978957207771,-0.15233945313331626,0.2765839714000914,0.13496523744449943,0.5842635079861179,0.3924772089966511,-0.20709293903803366,-0.36835926691456594,-1.4244414556885125,-0.8444255711678671,-0.6797547852184981,-0.15271749024604062,0.2584545635566472,-0.10957425536609827
19,0.6692347907391204,-0.3225647498852808,-0.0993176080795176,0.23619318732691588,-0.7591788492260471,0.5564665098046067,0.6532177106836397,-0.34870696370226517,-0.07205457845754974,0.16047810034309773,-1.332655620800273,-0.44891901761315134,0.5090075155475448,0.3733756355657991,-0.9047089693007843,1.1038435740480868,-0.5678695655487205,0.22256346938837418,0.07205296172624934,-0.19403339451527002
2,1.155563493035395,1.4541049348783937,0.1901270992995342,-0.05488971962192102,-0.46235066225195226,0.9761311321878161,0.7330527005308578,-1.1066492015133955,-0.04686479309360299,0.057469174067330354,-0.18359185813393525,-0.0635770578708309,-0.4754044044876156,0.2985665572851968,0.0982770969854111,0.2200924661073676,0.4687832997983316,-0.07396911041798439,0.062313820780461646,0.28935416409226106
