cipher_symbol,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
1,6.5737435900645576,-1.901972438125675,2.1154744798141327,-2.9642935100948478,-3.406089702541112,1.4233530383035262,-0.39219863008542577,-0.7206591487263467,1.8057078221128537,0.5317356145304333,0.41790365891497183,0.4188851191577224,-0.1275291880303547,0.16346929217039008,0.7463225254598673,0.5573203472262587,1.2607039885552727,-0.38313574306246045,0.3172725147008563,-1.0509654948532405
10,6.689830596308864,-3.642557557248659,0.08684994985395705,1.8238675389323242,-0.6630021421016434,2.0150934323941585,-1.5151098657445767,0.26943274553959345,-0.8136189255210272,-0.7901796212102954,0.5949355427202033,0.2786561639430143,0.5254682437156325,0.4439642763235453,-2.130750547646649,0.326423550645164,-1.0632072467797546,1.8188984761358478,-1.3278250996256384,-0.02092684002947895
100,6.377446106721131,3.904299616838032,0.5139116394254778,-0.9723946601215046,0.3540467336587354,0.038445267646862735,2.4966330469736358,0.5268181505505107,-0.9361200302316122,1.0413788666085304,1.6069573123061451,2.9384317667139266,1.3390739525282696,-0.4907799746095691,-2.1390256650494397,-0.08048917287150076,1.8754336185906706,0.08034604324818118,0.23287671680026498,0.308389909425281
101,6.563431200717675,-2.2748106716340186,0.0647590272501346,-0.3547203935811007,2.260595864746472,2.1208401836234847,2.0129933059720075,-0.8280101530592879,-4.660164187526051,0.7010541687274601,-1.5207150700877698,-3.422585571288237,1.8441771387817014,0.1753785633166737,0.04205912456343096,0.8349546345910419,2.770965227435599,-2.5342904918923854,-0.8747024356866104,-2.229935670969711
102,6.297781092676221,0.8372220557211539,3.802305839709284,0.47764049170028144,0.42848932052198946,-1.5139004412560113,0.9554382839304029,2.977401793101027,-1.4020775921063817,-0.8373006971916139,1.296644283730161,-1.2180767793703389,0.5786353225268013,-0.904799291703961,0.36856078445961604,-0.11867026387419138,2.05605517542232,0.4335023981761322,1.7271685082787167,-2.450419209021223
103,6.461235127982961,-0.8397671467749787,0.9255209664489328,4.0227981239101585,2.0372038951739464,-0.24092870532283295,-1.5492087674062165,0.18073330665462906,-0.7286118902932228,0.3132473709622872,-0.7425853242957199,0.5966554255242146,0.15546630641485137,0.36847499102700354,0.9259360092257349,1.770007653194849,-0.828259801423421,0.705120832638091,0.17252908767878627,0.7309591117597719
104,6.512346120729834,3.3289428007650246,2.1110605711052504,-1.3725392679181752,2.5675963166141944,0.8748054927902826,0.010235028157396145,3.120371550396503,-0.5506715987265468,-0.4249420692156588,-1.7265157700557925,-1.9498257896305176,1.2159499266510125,-0.5956605370454815,3.2438289123788633,-0.761049431656088,-1.201706655524775,-0.7289112500993065,0.44258471402413213,-0.6526438622087033
105,5.733124826533434,-5.796658005462233,0.6986743763370502,-2.0059291823316325,-1.1161304609833569,1.9884061800673547,0.4081404554626774,-2.4159503216524016,0.09491155778332266,1.1005146729147617,4.936007860758455,-1.388411037521267,-0.32853506490167417,-0.9299141899780614,-1.0269957565743537,-0.6919264905628957,0.15715527186965694,0.7543507481727829,-1.1905396731540139,1.4244807567934306
106,5.849749455191897,-4.025217083476489,1.6471004871131585,2.1042915877516153,-0.30290335617266756,0.6474588480396801,-1.6556987049325718,1.3612982739333774,-1.6727048392884498,0.030107135882089464,0.17828193402897657,-0.30068167346486124,3.001652715743073,3.1905659382096734,-2.048948939877074,-0.3372814392410165,0.07613368432066969,2.9124564232332393,-0.7138521258532233,-0.3885295025345
107,6.629605818641144,-1.2079463639249775,0.7701391434181675,-0.34795602370403955,0.778174854402047,-1.6131351284933724,3.0211432923442505,-2.3858422052787827,-0.22180560874809507,0.16372866495035435,2.70180835885422,0.6026647178520975,-0.545825247383702,-0.6226092541823485,-0.38702563230707787,-1.294879197326872,0.43130829607384313,0.7672353601893322,0.873383498152475,-1.6320260493362164
