cipher_symbol,letter
1,A
10,O
100,T
101,W
102,N
103,E
104,O
105,E
106,I
107,N
108,E
109,R
11,O
110,D
111,U
112,N
113,W
114,T
115,G
116,N
117,A
118,U
119,I
12,V
120,I
121,M
122,F
123,A
124,N
125,O
126,A
127,A
128,O
129,I
13,R
130,A
131,T
132,S
133,E
134,H
135,O
136,S
137,E
138,T
139,L
14,Y
140,T
141,A
142,F
143,O
144,H
145,R
146,U
147,C
148,C
149,T
15,E
150,Q
151,T
152,I
153,L
154,B
155,E
156,E
157,N
158,I
159,O
16,H
160,A
161,I
162,D
163,M
164,T
165,E
166,C
167,H
168,S
169,L
17,Y
170,J
171,N
18,T
19,V
2,B
20,L
21,T
22,O
23,A
24,R
25,F
26,L
27,L
28,P
29,S
3,O
30,T
31,T
32,R
33,H
34,P
35,E
36,X
37,O
38,S
39,S
4,R
40,K
41,N
42,R
43,I
44,G
45,P
46,E
47,H
48,E
49,H
5,H
50,S
51,E
52,M
53,A
54,O
55,R
56,C
57,I
58,R
59,E
6,E
60,N
61,W
62,E
63,E
64,E
65,N
66,D
67,T
68,A
69,I
7,T
70,U
71,N
72,T
73,H
74,W
75,A
76,I
77,S
78,I
79,L
8,H
80,C
81,M
82,G
83,T
84,T
85,E
86,S
87,Y
88,F
89,E
9,L
90,Z
91,E
92,S
93,I
94,I
95,D
96,N
97,N
98,S
99,A
