cipher_symbol,letter
1,D
10,S
100,D
101,E
102,Y
103,I
104,L
105,I
106,I
107,A
108,T
109,N
11,E
110,R
111,R
112,N
113,K
114,I
115,E
116,N
117,A
118,N
119,I
12,R
120,E
121,M
122,E
123,A
124,B
125,A
126,E
127,V
128,O
129,A
13,P
130,H
131,R
132,S
133,D
134,L
135,W
136,E
137,E
138,A
139,G
14,L
140,R
141,O
142,G
143,N
144,H
145,C
146,T
147,E
148,R
149,B
15,O
150,O
151,R
152,L
153,A
154,H
155,U
156,A
157,N
158,A
159,I
16,L
160,M
161,E
162,E
163,P
164,H
165,S
166,C
167,F
168,O
169,E
17,I
170,H
171,V
172,H
173,Y
174,I
175,A
176,A
177,U
178,T
179,N
18,R
180,T
181,C
182,O
183,T
184,D
185,O
186,I
187,S
188,O
189,N
19,C
190,E
191,E
192,E
193,T
194,O
195,T
196,O
197,T
198,Y
199,O
2,T
20,M
200,A
201,S
202,H
21,M
22,T
23,E
24,S
25,E
26,S
27,U
28,N
29,U
3,E
30,S
31,S
32,T
33,T
34,O
35,O
36,I
37,M
38,V
39,A
4,A
40,H
41,O
42,T
43,R
44,M
45,I
46,N
47,T
48,T
49,W
5,L
50,F
51,L
52,I
53,S
54,W
55,F
56,S
57,E
58,O
59,I
6,D
60,T
61,D
62,U
63,H
64,E
65,J
66,I
67,P
68,P
69,N
7,I
70,X
71,H
72,D
73,N
74,Q
75,R
76,N
77,L
78,Y
79,E
8,T
80,E
81,E
82,O
83,S
84,E
85,L
86,G
87,N
88,C
89,S
9,S
90,B
91,I
92,N
93,F
94,N
95,R
96,O
97,F
98,S
99,A
