plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,1.5741046638493768,-1.1131292510575148,-0.8040599984254233,-0.4663446227355562,0.7706230470163042,1.0707268649040478,-0.4292003717874538,0.48237369518838574,0.5335767869514397,0.497264942513769,-0.25693923382812067,-0.2739478040624864,0.10269625097371866,-0.0867069718309007,0.35345406145893105,-0.02617425287743442,0.15822445059001097,-0.4558591216668472,0.15374623494537085,0.05051288470402776
b,1.6941356722667116,0.9697544083142717,-0.18008017379743782,-0.16831928463851314,1.360985433461088,0.4913381736885277,0.13289433202684262,0.062361334149730455,-0.8802148008596011,0.8877526193630669,0.49000339259555736,-0.10553271523206097,-0.2461799415528354,0.1741707066668282,0.7437324330705278,-0.15451732758290096,-0.1756607794375346,0.06557880386062162,-0.26534944444693015,0.3582342630430276
c,1.181807169942813,0.4301423753492897,-1.160686849695648,-0.014165441213887207,-0.06717290281176407,-0.5455241581678136,-0.06934634447210625,-0.7803684323718489,-0.12500459040216635,-0.7309890031882774,-1.2005205416459732,1.09664079242765,0.013445621965400126,-0.31195573195133713,0.6023119865749303,-0.22998407488028352,-0.31994357102218696,0.06105541321451908,0.08963475758261068,0.010831546989382759
d,0.7770676786164462,-0.0915561810809421,-0.7226172275403067,0.7792699727538752,-0.039077631796263695,0.24180077085780027,0.43459947048954606,0.33801321968607256,0.13519021547341475,-0.547781569086089,0.09849936441093764,-0.29182306178147693,0.1434577209410629,-0.3256994111261626,-0.5325761328979326,0.10952301249939023,0.03515656259921237,-0.17531570731139115,-0.19870241262804492,0.4419271778450104
e,1.6410454543850326,-1.0636560968828392,-1.5074538000831907,-2.269550081215735,-0.8143790932364255,-0.39721872648634887,-0.013664015964954134,0.33780554491418574,0.10318839925059044,0.21726695391251044,1.1368662779580971,0.4913591453989578,-0.7816742675699678,-0.41254438654944803,-0.26426947912211796,-0.5284433510836379,-0.06957710291926325,0.05818631665640885,-0.04140900139110482,-0.09627499225373605
f,1.0211799602095117,0.4171362146369567,0.04661056731253736,0.12306713305839576,0.09601011593593012,-0.3413064315874003,-1.4018222311726698,1.2922211737007614,-0.19541007319008588,-0.02221025476470832,-0.5846958863742241,-0.020187446641098748,-0.5446495758887261,0.29590856671316446,0.048390212682277854,0.2838974296599724,-0.07983762396932892,0.639712133963666,-0.0412108181649839,-0.0232104988369495
g,1.3413734521753797,-0.5388486388304138,0.14264701768146068,0.7404488073141299,-0.7571086742348946,0.27820967371738653,1.0724032252410642,-0.09917745573383992,-0.4411840665841352,-0.3355759630764771,-0.4774355313333719,-0.40759398295938815,-0.6109712229662344,-1.0410296590944916,0.052794211285414096,-0.022026219152621804,0.34999658018684693,0.33369571638564033,0.18487115585087893,0.1131077597959671
h,0.8407934553614974,0.46598267465763044,-0.708941355155238,0.7862795023994226,-0.7781000917585814,0.09671747936763911,-0.41819479575919616,-0.7202025292845917,0.9778894994997717,0.774835473870287,0.06085960074480635,0.07667151175995454,0.22630572726150658,0.6149755867554363,-0.15848605708956015,-0.322639886755205,-0.09813734475146652,0.22558693041659247,0.4277596191616047,0.24967688158933102
i,1.484739969397474,-0.7822527576165587,-1.4511265233411559,-0.9121548607014421,-0.5925496343030783,1.0420743748625807,0.21350767275370308,-0.37901040750953946,0.3882576859691876,-0.33565016719741747,-0.49035305563763576,-0.09011186631799473,-0.6200041007476843,0.9237245606538458,0.05633102131252363,0.29534537366252134,0.5875238000757049,0.028412189351738462,-0.14012654777560699,-0.0143278721919696
j,2.3490808947175323,2.5994875965222772,1.2204576538596708,0.00881418776255501,-0.3538360995878545,-0.05762618937058693,-0.9507989847227649,-0.26410527045176485,0.34966115658985825,-0.08492374029612859,-0.12427240414873521,-0.44450757946315594,-1.0846405688837502,-0.05526443358316352,-0.24615938120877778,0.11464959279139719,-0.40240320643842253,-0.44890263865734087,0.04098046333425478,-0.0696961090735625
k,1.115526044007659,-0.030807625983633034,-1.314436280290495,0.6059386598192822,0.4262354121819682,0.7286811120819033,0.3276169746320585,-0.6773123117518492,-0.7848206621238855,1.180541543558128,-0.9186046068689109,0.6950362247797082,0.07101433059208469,-0.014187733517136153,-0.789990688320274,0.11288401987984947,-0.21544661004885426,-0.03962913759234347,-0.17228503254908967,-0.09028571475531502
l,1.3264435229238651,0.40131398041653343,-0.7402309436706664,0.1359764504949839,2.3627428923258846,0.010321264614847718,0.10455145888376706,-0.45332687547525913,-0.5648573722736249,0.4218789557449559,0.12097180354958995,-1.0090865902448647,0.00645705131537878,-0.1886258056666077,-0.1582129718344354,-0.18474082725840377,0.11815543779095854,0.18261654174827,0.19116898460735765,-0.2767028289955696
m,0.9714759582776881,0.6858226574265891,-0.4719297888708926,0.6970167522177566,0.00668399908155335,-0.7058876087878552,-0.7045330519012548,0.7744026088305324,-0.5724815445203288,-0.26000260488930477,-0.29278293348767603,0.015617820828313884,0.07162277261115735,0.07659610928041008,-0.1820370576676192,0.03853206865696379,0.32146980253491103,-0.012906047689186845,0.009023783910584402,-0.07209567062530434
n,1.671405149613585,0.9807513673194488,-1.1314937098854025,-1.3435220914146244,-0.8830748282630678,-1.9362508878334357,1.433416917436203,0.6935107798478672,0.037822325324508806,0.692941014453832,-0.34581092707343736,-0.6394390959642963,0.6472938715450655,0.14333443481812422,0.07240114079138783,0.41267057038252525,-0.2069505981990979,-0.044198929064124336,0.052849768572170545,0.00829825521816899
o,2.448940839973364,-1.6355599066115265,0.5187142564453373,-0.46367344056050935,0.06922832703822066,0.949194351948113,-1.1325709880809005,0.9762081932355663,0.7917651537302269,0.29410793962610515,-0.4450622836154767,0.08163980277634643,0.8718705872140198,-0.5776316484927333,-0.030515160117756547,0.022188917661194584,-0.10382059520114685,0.018863362041756218,0.016479545185865592,-0.03415506892789819
p,1.8851977506981628,0.8667692058215174,0.47599964773593373,0.041016679101482635,0.6254609388389207,0.30650536227462116,0.29750604693239296,-0.02338366428592287,-0.23401180066401892,0.05880598974960999,1.2612294636268955,1.253536927500431,0.12414203163631127,-0.09730180154884231,-0.002297122410755034,0.8062106310814695,0.1799966672328327,0.04610334700156336,0.28519802065064526,-0.012131171570150099
q,2.545426065995707,2.778946845370625,1.9870652872711507,-1.1997409194108712,-0.4447493292342558,1.072951459554112,0.9209613280147577,-0.20214362763689273,0.17962316756903154,-0.35408244009632056,-0.2509178738887441,-0.015433813622630046,0.5868255701196111,0.1444474524539749,-0.10519667838962397,-0.4205541111787124,0.2180821039257625,0.20249600660803743,-0.0555997703658371,-0.04784287437126492
