cipher_symbol,letter
1,Z
10,O
100,L
101,E
102,G
103,O
104,E
105,R
106,I
107,T
108,T
109,C
11,E
110,E
111,T
112,I
113,N
114,A
115,R
116,C
117,I
118,R
119,S
12,N
120,H
121,E
122,G
123,E
124,P
125,Y
126,U
127,U
128,R
129,N
13,N
130,O
131,R
132,H
133,D
134,A
135,N
136,F
137,H
138,O
139,L
14,O
140,O
141,O
142,R
143,E
144,I
145,A
146,T
147,T
148,B
149,R
15,T
150,F
151,O
152,C
153,E
154,E
155,R
156,D
157,Y
158,H
159,T
16,C
160,R
161,G
162,N
163,V
164,C
165,R
166,E
167,I
168,L
169,S
17,G
170,D
171,O
172,E
173,K
174,T
175,I
176,N
177,H
178,H
179,T
18,L
180,T
181,S
182,S
183,T
184,N
185,S
186,S
187,E
188,O
189,N
19,M
190,D
191,R
192,O
193,F
194,M
195,R
196,A
197,T
198,T
199,T
2,I
20,H
200,A
201,T
202,E
203,T
204,Y
205,O
206,E
207,M
208,A
209,I
21,L
210,T
211,M
212,D
213,S
214,T
215,E
216,N
217,R
218,E
219,D
22,O
220,L
221,R
222,H
223,E
224,H
225,N
226,O
227,J
228,K
229,O
23,H
230,T
231,A
232,N
233,N
234,Q
235,I
236,D
237,V
238,A
239,T
24,L
240,M
241,G
242,T
243,U
244,W
245,O
246,T
247,H
248,K
249,H
25,E
250,O
251,U
252,E
253,E
254,S
255,U
256,I
257,L
258,E
259,A
26,E
260,E
261,H
262,A
263,V
264,E
265,P
266,E
267,R
268,H
269,O
27,M
270,X
271,E
272,S
273,R
274,E
275,N
276,T
277,R
278,W
279,A
28,O
280,E
281,T
282,C
283,E
284,Y
285,A
286,E
287,S
288,H
289,C
29,H
290,E
291,N
292,A
293,I
294,Y
295,F
296,N
297,S
298,E
299,G
3,O
30,T
300,O
301,S
302,H
303,E
304,U
305,N
306,U
307,N
308,T
309,S
31,I
310,N
311,W
312,M
313,G
314,B
315,T
316,E
317,I
318,H
319,T
32,T
320,N
321,E
322,T
323,H
324,W
325,I
326,E
327,O
328,S
329,A
33,N
330,D
331,A
332,H
333,R
334,I
335,Y
336,O
337,L
338,O
339,A
34,L
340,A
341,E
342,W
343,L
344,E
345,O
346,G
347,B
348,T
349,S
35,O
350,A
351,W
352,H
353,D
354,A
355,L
356,E
357,H
358,F
359,G
36,O
360,O
361,W
362,D
363,E
364,T
365,S
366,H
367,U
368,T
369,T
37,M
370,T
371,A
372,E
373,P
374,H
375,D
38,O
39,H
4,I
40,R
41,N
42,U
43,F
44,D
45,E
46,A
47,T
48,W
49,S
5,U
50,A
51,S
52,F
53,E
54,R
55,H
56,I
57,I
58,H
59,D
6,L
60,W
61,T
62,E
63,D
64,S
65,B
66,S
67,O
68,S
69,N
7,F
70,E
71,L
72,M
73,H
74,I
75,R
76,P
77,D
78,E
79,I
8,D
80,P
81,B
82,I
83,O
84,G
85,R
86,H
87,N
88,H
89,I
9,A
90,N
91,A
92,A
93,N
94,I
95,A
96,H
97,R
98,A
99,E
