plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,1.6042523444727788,-0.7693951777136097,0.3240327436444751,0.3193717960669277,-0.8794120982663085,-0.18412923682645393,1.0735572558138102,0.39820948155641606,-0.7750740391409318,0.8674026666557422,-0.07128811621314643,0.49870126574757645,-0.04035019258889531,0.10858306722055144,0.2723119703927614,-0.35964209584848916,-0.09033695304171264,0.47813270852836437,-0.41896381779051667,-0.09626375857739156
b,1.6975273884142055,1.6132777266373401,-0.6236456237805147,-0.6410758848076884,0.6690682263497476,-0.3955754855024014,0.2325431388212207,-0.1467532408669733,-0.023848491490492108,0.17655011734584697,-0.47561214730534407,-0.3083277958019118,0.3947820772671868,-0.15506113099761681,-0.5326383220188822,-0.03983183735822835,-0.15369658124729266,0.3349665351451067,0.35613707389912513,0.18174779663956464
c,1.9118466903439664,-1.303405300949385,2.9557696976096253,-3.1479771285729576,0.9105057886082595,-0.49787356440612357,-0.49305444745634924,-0.6765330118747995,0.49908563077705437,-0.1457390622727465,0.5146737736976779,0.28954635406194784,-0.20109573390301833,-0.22642245944246225,0.09608214972530131,-0.0016715329445818187,-0.13730223014741225,-0.027893030803336806,-0.07192802110406818,0.002139913457800582
d,1.2721259709858534,-1.126945895297115,-0.5084630715657429,0.8535042399663298,0.072379417302684,-1.0233430216673625,-0.04163727698518846,0.4679869871342045,0.9698849147373847,-0.2454519476230895,-0.23757727804158035,0.724271505937563,0.21292141595530314,-0.40257145020690516,-0.7212745508976984,-0.027273736909874162,0.02715683470416647,-0.014184396019477758,-0.05625149472668257,-0.043758933352899945
e,2.1859456087989324,-1.3905766249979357,1.181347119149976,-1.3176090862856038,-1.4657165141403206,0.1426317873852765,-0.6259996951124794,0.6534224419830962,-0.8980118440215097,-0.011226551629322682,-1.0559249970666902,-0.4232699950064245,0.24365463893256284,0.31306034201480615,-0.21368647565171917,0.1414076467618947,0.343776450340041,0.07524113879253982,0.22290019843441983,-0.060318708505655086
f,1.544367856141744,0.33584917418131865,-1.0133144757529755,-0.14961132529046017,0.647874590289672,1.20204184699533,-0.6955415038067214,-0.5107781438857948,-0.47336567764420523,0.03003259100064276,1.3963767145394013,0.2189863882878111,0.08061779673290907,0.5221249827843981,-0.34833369669301245,0.17920393196706313,-0.01685993234599252,0.41634282741888157,0.10822162170179418,-0.13811558407926833
g,0.8309320722356471,0.23804702734832206,-0.09481110648618883,-0.1490306159279276,-0.11505896760343352,-0.45541671807212336,0.6146560401043129,1.2029686079463664,0.4901748062842839,-0.34112406530402556,0.7654952397102748,0.5993518496291703,0.7473917166743107,-0.38194255054401643,0.13177897247854595,0.08850574420457952,0.30408550987828437,-0.014719537424761833,0.12742960879771612,0.015249441318753021
h,0.8241882049570666,0.4942291994629125,0.5427145340438246,0.5691341039945559,0.2276379293588649,-0.23674138775053624,-0.16985421761612904,0.6228591309100786,-0.011712841285792204,0.4825187825429653,0.10879467878178423,0.7187572103966512,-0.9894602057319735,1.0961845134297055,-0.0974023983759013,-0.20114540618842822,0.08734634567210431,-0.3027068199801381,0.3064523753171001,0.09907133889753818
i,1.1716528848597274,-0.2130896944559482,0.5017859908981779,0.3507786974949722,-0.9405074521862986,-0.3175325148269209,0.7008626672786137,0.7850309626261371,-0.6182599601208646,-0.06161325950698099,0.49941774999272653,0.10127546557489203,0.36887581374778294,0.11796390481829207,0.11963301011767234,0.31550593546327654,-0.7336435605853912,-0.2851784840155172,0.1835374881597055,-0.040934592822985116
j,1.4926178670805885,-0.2272882983346688,-0.2334223664537514,0.40138339969931136,1.7488176128528397,1.6649557634485026,-0.826418633119683,0.5107858809046975,-1.2920191921634758,-0.5613206436198473,-0.3194684422560995,0.49051909646819436,0.2847027803673445,-0.4840156103586088,0.15662153435627746,-0.24873618279234225,0.027634037338553658,-0.28938184505522596,-0.11859950247269914,0.13008602584269321
k,1.3495238318432456,0.7207963933403765,1.3937906658420036,1.5090081517279577,-0.01769125589641906,-0.10884454961893533,0.5053459020058956,-0.3525870257730245,0.008548534944757435,-0.4899315635320522,0.3540726290095013,-0.18600316379115553,0.04594694020257468,-0.21518057892227743,0.10084038486875586,-0.43003067929351896,0.3846448775250772,0.006452072470297228,0.2519295714267753,-0.3018146405900763
l,1.5215655494933853,0.1084035230401867,0.09606591218067276,-0.46479044003727166,0.5837018895735784,0.3971496363853718,1.856377778401899,-0.8436697474649469,0.09382543323507767,0.6881136881395487,-0.06211296032607945,-0.1490764214493469,0.30713702121415654,-0.017845229504078047,-0.13470184639338673,-0.4224760222487293,-0.018681617925904153,-0.24202341442632336,0.08862503127202982,0.2173735034667521
m,1.326266611365194,0.06542843416774541,-0.007666902619822635,0.17838725319474427,1.313251469892521,0.6744600486498353,0.8206743491961711,-0.18855119019457936,0.18039417225416982,1.0348226634653501,-0.3738348397359816,0.053045587945225035,0.30952572178498483,0.1850408041801106,-0.13453602770208967,0.6651389020349319,0.24970732601474907,-0.24161666668842607,-0.14410013121114856,-0.23555957153421062
n,1.1374784396270368,0.37584210300623944,-0.07353339925147802,-0.327935393258902,0.8579397855345875,-0.4092678997103421,0.6415822606724098,1.2923636494212123,-0.47573084053111325,0.08524016518165038,0.7365348728583347,-1.107935943269307,-0.9153035688622954,-0.5931886659798075,-0.1562190156287935,0.10131424054919641,0.1139563212222447,-0.0031885567938837885,-0.10677086711675537,0.04724601259090843
o,2.452454310565516,0.3571256809465373,-0.7026995268182031,-0.25965130427599376,-2.3812666662777393,1.6063679631065344,-0.41624940637331836,0.026870446477326698,0.902978019259345,0.25712356788140966,0.39724445644348444,-0.007327839192152387,-0.1208255190432525,-0.27484185586654003,0.041610404224909255,0.007038745097108184,0.10983825688429669,-0.011394497137335844,-0.0676264187185255,0.24816381164425957
