cipher_symbol,letter
1,A
10,S
100,E
101,A
102,F
103,O
104,E
105,E
106,U
107,E
108,O
109,T
11,D
110,H
111,D
112,O
113,I
114,L
115,T
116,S
117,E
118,E
119,A
12,D
120,E
121,T
122,E
123,H
124,O
125,O
126,H
127,E
128,W
129,S
13,N
130,L
131,R
132,N
133,T
134,U
135,S
136,U
137,M
138,E
139,R
14,G
140,S
141,T
142,R
143,A
144,U
145,D
146,A
147,T
148,N
149,C
15,E
150,N
151,T
152,A
153,O
154,A
155,Y
156,H
157,U
158,E
159,E
16,E
160,H
161,U
162,E
163,W
164,Y
165,G
166,O
167,S
168,I
169,B
17,N
170,I
171,T
172,D
173,A
174,O
175,O
176,U
177,H
178,T
179,A
18,E
180,S
181,I
182,R
183,Q
184,H
185,T
186,Y
187,U
188,N
189,D
19,E
190,M
191,N
192,O
193,E
194,O
195,R
196,O
197,C
198,O
199,N
2,I
20,T
200,N
201,G
202,N
203,I
204,S
205,A
206,F
207,I
208,E
209,A
21,L
210,D
211,H
212,A
213,T
214,L
215,D
216,A
217,O
218,T
219,J
22,I
220,M
221,T
222,E
223,E
224,E
225,I
226,A
227,T
228,N
229,K
23,T
230,S
231,E
232,H
233,U
234,W
235,A
236,Z
237,S
238,N
239,T
24,L
240,O
241,A
242,I
243,E
244,L
245,T
246,O
247,R
248,O
249,A
25,G
250,S
251,N
252,E
253,I
254,E
255,T
256,R
257,G
258,H
259,N
26,R
260,U
261,I
262,H
263,O
264,Y
265,M
266,D
267,E
268,H
269,T
27,R
270,H
271,T
272,N
273,U
274,F
275,P
276,A
277,O
278,D
279,T
28,S
280,N
281,S
282,N
283,S
284,O
285,I
286,I
287,N
288,B
289,F
29,S
290,I
291,Q
292,M
293,T
294,S
295,E
296,E
297,S
298,L
299,N
3,R
30,A
300,I
301,D
302,R
303,N
304,T
305,C
306,C
307,Y
308,A
309,K
31,S
310,N
311,E
312,R
313,E
314,F
315,S
316,E
317,T
318,I
319,U
32,H
320,P
321,D
322,N
323,E
324,A
325,M
326,L
327,A
328,H
329,B
33,F
330,U
331,H
332,I
333,A
334,R
335,L
336,T
337,E
338,F
339,A
34,R
340,S
341,E
342,E
343,D
344,S
345,O
346,R
347,T
348,F
349,A
35,W
350,S
351,I
352,O
353,U
354,E
355,S
356,E
357,V
358,A
359,I
36,I
360,A
361,T
362,B
363,R
364,N
365,W
366,S
367,D
368,H
369,D
37,C
370,H
371,M
372,D
373,C
374,H
375,U
376,I
377,R
378,V
379,D
38,V
380,A
381,V
382,L
383,N
384,O
385,L
386,E
387,E
388,H
389,H
39,S
390,T
391,E
392,A
393,P
394,E
395,O
396,U
397,N
398,E
399,O
4,I
40,M
400,A
401,E
402,I
403,P
404,I
405,T
406,L
407,H
408,C
409,E
41,E
410,C
411,P
412,M
413,P
414,I
415,N
416,D
417,E
418,V
419,I
42,G
420,L
421,N
422,Y
423,L
424,E
425,N
426,H
427,B
428,T
429,E
43,O
430,A
431,I
432,S
433,P
434,L
435,O
436,A
437,E
438,S
439,S
44,I
440,L
441,D
442,F
443,A
444,N
445,E
446,F
45,O
46,I
47,T
48,E
49,E
5,S
50,T
51,N
52,E
53,E
54,O
55,S
56,A
57,E
58,P
59,R
6,M
60,X
61,C
62,E
63,S
64,U
65,I
66,I
67,D
68,C
69,S
7,B
70,M
71,N
72,L
73,S
74,H
75,R
76,U
77,H
78,L
79,O
8,T
80,W
81,R
82,L
83,E
84,O
85,C
86,R
87,T
88,P
89,R
9,B
90,N
91,C
92,B
93,E
94,V
95,T
96,T
97,E
98,E
99,O
