plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,2.039634073531525,0.2191974861779269,-1.2790756926915943,-1.5217901582349527,1.3418774304363683,1.546073759957251,0.4557959902661937,-0.03218100407220447,0.5202904757646075,-0.2604107151179698,0.23090952380198437,0.7706970917963044,-0.17057353209085285,-0.33539184514903925,0.4808364984902433,0.00218954986338578,-0.09203752558177648,-0.05015599437531523,0.38030414784755145,-0.15547654737729177
b,3.3958380519901477,-3.935953263454032,3.2974152706197715,-1.8223853370022158,-0.487064581922939,-0.8161641988925395,-0.3480153078688568,0.27328716795983043,0.06940846978925588,0.46687851139612385,0.05684090128902515,0.05331967387493716,-0.26431486984728275,0.1374539996805962,-0.06058665197987022,-0.0636526527518143,0.06431422874763194,-0.25244356851972377,0.02121593247629086,-0.027900498981951825
c,1.491270209740065,-0.18686239465619736,-0.802818805397184,0.7219128320600157,1.2790788740096626,0.4658202352035486,-2.084637625068212,-0.7744379358472981,-0.2576669611027421,0.008477004820700925,-0.8315971338703398,-0.2979870590910076,-0.322886989011669,0.772715189168524,-0.3151402374691284,-0.013458644073708118,-0.1738029822563152,0.018955105800611126,0.02448629645598677,-0.0007399931295949594
d,0.9215898397453383,0.684769693105446,0.6240805343030997,0.5986956019343732,-0.12127537527993466,0.36200605855463575,0.25569707503403905,0.0145346217773715,-0.2525980792842667,0.24198226065419054,-0.197138059284722,0.32458473559681145,-0.3873264892505922,-0.2437729239913826,0.2837617349144368,0.48786998767404843,0.07915282278572777,-0.2664223416321052,-0.11880510215193245,0.13208369516181795
e,2.3463827952473815,-0.5427376527602841,1.132230819050985,-1.1759996180305674,0.992566990328466,0.8626192433198412,0.15464039389278225,0.22799611752983667,-0.8621936204386687,-1.5313403834588009,-0.24554000616903246,-0.3913917451856883,0.7581555194584647,-0.1425859619744034,0.2716946206654796,0.05617448499595124,0.11066571948842721,0.5227841889363467,-0.08527311943046734,0.04004642396576621
f,0.8406285258120207,0.14850326681259463,-0.7335282152469914,0.0976566497765752,0.4398190114116046,-0.5682367638329625,-0.6636096970434133,-0.14617499224189137,-0.541470335423389,-0.4403967361393588,1.2422621768430393,0.775834861321403,0.24821498985086007,-0.01567615738026968,-0.6016368871470574,0.2705886609612202,0.24923826087077214,-0.17785991547688412,-0.11264089891963204,-0.25271973356240673
g,1.0676130788854925,-0.8830206115058885,-0.8117221323624084,0.9212541246370773,-0.8920651161389415,1.0535395386304682,0.38800333505737866,0.055701945546013466,-0.45963859587127986,-0.2965876386706448,-0.45153040769650526,0.14588872039273026,-0.5872244844459295,-0.5305262936927277,-0.28064939519608906,0.479011616554734,0.23056284023890367,-0.02746475719143588,-0.3962711725332485,-0.11437464789915863
h,0.6436374228528783,0.293466349800431,-0.1835934409603039,-0.1444887171793648,0.1695900196741467,-0.4769135043739724,0.08188322699619144,-0.28303814373090236,-0.9223150615679508,1.2151925373001837,-0.5865547461537053,0.39308429923560445,0.9100135107174898,-0.8451746738422607,-0.4946454300021659,-0.31167824534143085,0.030184065845453384,0.10701778208683908,0.13158733483615276,-0.01723228068615839
i,1.5965635388698014,0.6676915227780961,-1.1648612050422578,-1.520641045742058,-0.434479809762888,1.2537259317194804,-0.6152572163717633,-1.0181426862235308,-0.14815808910971404,0.7370619411651192,-0.2859178049994428,0.11482332872494025,0.024569458474033867,-0.09698381315406529,0.638092748988044,-0.15622647963037006,0.3908635257891954,-0.34272853383956176,-0.09518205705434296,0.05545693728265442
j,2.6137726916854493,3.251043478874335,3.015168782265197,1.967283007493678,-0.11683232674399877,0.5593154808111528,0.4030266706180859,0.5974538477235776,-0.4530261984847018,0.1968572006796033,-0.07252585970456485,0.20550331154602822,-0.05283490688218529,0.20289001453808322,0.12014733142004073,-0.15099770299751814,-0.37909166642020936,-0.22748638529974036,0.06070151929068158,-0.10728532973106844
