cipher_symbol,letter
1,E
10,N
100,E
101,T
102,T
103,O
104,A
105,H
106,O
107,M
108,A
109,E
11,A
110,R
111,L
112,R
113,D
114,G
115,I
116,O
117,L
118,E
119,A
12,T
120,R
121,S
122,E
123,R
124,C
125,F
126,B
127,A
128,L
129,N
13,E
130,E
131,E
132,T
133,O
134,T
135,R
136,D
137,O
138,C
139,E
14,I
140,T
141,T
142,I
143,T
144,Y
145,O
146,P
147,S
148,P
149,R
15,N
150,I
151,C
152,J
153,T
154,E
155,R
156,A
157,W
158,T
159,C
16,D
160,A
161,W
162,A
163,N
164,H
165,F
166,N
167,I
168,C
169,I
17,H
170,R
171,O
172,U
173,L
174,N
175,Z
176,P
177,B
178,T
179,U
18,E
180,T
181,O
182,G
183,N
184,U
185,F
186,D
187,E
188,L
189,F
19,R
190,F
191,H
192,H
193,B
194,L
195,C
196,W
197,D
198,D
199,A
2,O
20,E
200,E
201,H
202,H
203,H
204,V
205,H
206,R
207,G
208,O
209,S
21,I
210,D
211,N
212,F
213,D
214,E
215,R
216,I
217,F
218,I
219,H
22,R
220,A
221,N
222,M
223,R
224,N
225,E
226,I
227,E
228,T
229,E
23,S
230,T
231,M
232,T
233,R
234,A
235,U
236,L
237,D
238,I
239,T
24,X
240,O
241,T
242,S
243,O
244,A
245,O
246,W
247,U
248,N
249,V
25,V
250,B
251,N
252,S
253,R
254,E
255,S
256,E
257,N
258,A
259,H
26,I
260,Q
261,M
262,I
263,A
264,S
265,E
266,O
267,E
268,T
269,E
27,S
270,O
271,A
272,T
273,D
274,E
275,O
276,N
277,E
278,E
279,E
28,N
280,N
281,E
282,S
283,W
284,H
285,H
286,S
287,T
288,E
289,S
29,A
290,N
291,Y
292,E
293,K
294,F
295,N
296,R
297,I
298,H
299,E
3,C
30,H
300,O
301,U
31,H
32,P
33,L
34,N
35,I
36,E
37,G
38,C
39,H
4,S
40,M
41,T
42,Y
43,E
44,A
45,T
46,T
47,I
48,A
49,G
5,T
50,M
51,S
52,R
53,W
54,A
55,I
56,R
57,E
58,L
59,L
6,N
60,O
61,I
62,B
63,O
64,R
65,H
66,T
67,H
68,E
69,A
7,E
70,I
71,S
72,D
73,A
74,E
75,Y
76,Y
77,D
78,W
79,U
8,M
80,T
81,F
82,L
83,P
84,O
85,C
86,O
87,L
88,A
89,S
9,E
90,S
91,E
92,S
93,T
94,O
95,I
96,M
97,E
98,I
99,S
