plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,2.0755808069723916,-1.0629068146645777,0.0988972534733726,-0.6436371063999223,-1.0015036168883147,1.5903752582319262,0.8287785075501187,-0.528878182434155,-0.549574523181966,-1.0501046891713266,0.6439540673473848,0.5444392999865739,0.4416861845854152,0.05960216638274096,-0.8498989623649168,-0.08191016817202601,-0.2509535028981882,-0.2776874587845674,-0.11793821392962923,-0.16447425358256043
b,2.4693676326206666,1.1995643681984063,-0.7192282755756414,0.599485050016934,-1.7308778513410783,1.4476583773546507,0.12839895872267407,-0.8020097281091204,1.2340551927842058,0.24346130919308523,0.17424972646905784,-0.05082297736712035,-0.5473065026343086,-0.7206389724246325,0.3621455816549644,-0.4478669630416921,0.05669916310474442,0.14247588634093655,-0.029091182418251166,0.11015801057002049
c,1.4805944756654625,1.413699981777721,-0.5998157400678192,0.6729624141081436,0.3023755888356961,-0.2986899761588018,0.4316018572619952,1.09537593500646,0.9841909077701064,-0.5150824223061217,0.2796858837075788,-0.8553171701996691,1.1574784292060947,0.8725002281555366,-0.23734047825000154,0.13208792109999232,-0.47347163260976854,-0.13696743789848698,-0.22129572791000846,0.062200654386888876
d,1.2959326552495196,-0.021969323729321994,0.06056064241404815,-0.6179629167100084,-0.631675357480712,0.9285549127085561,0.7642612574930359,-0.5678741872277195,-0.151695216705414,-0.22959060937258136,0.14112498148258865,0.26772009037079453,-0.5775591095326051,1.006434534777326,0.0159671406389511,0.28544358525884084,0.3832414212270468,0.30874809603107417,-0.10777384254437451,0.0647741150568482
e,1.8678980395017097,-1.6910905031710706,1.9119673014291736,1.7270200146054089,0.8079574947807376,0.3745402726378845,0.021521238005652168,1.1062352190070697,-0.3849551043396878,-0.32711129465762345,0.6868374452628808,-0.22436489519697536,-0.5011308037213208,-0.2932168486826962,-0.1001678463590798,-0.6068740410271826,-0.18261279295557362,-0.06950717391083495,-0.012423909210266895,0.2975144262835888
f,0.7824259030108582,0.309554691575731,-0.012946610892286974,0.03154611921356432,0.48405047914785615,-0.3395190888550893,0.4038680024240277,-0.35430949393407485,-0.0476073571922529,1.782364696434074,0.39678057344969897,1.060599208177123,0.40783819962513806,-0.04831458845475711,-0.18943490860325463,0.1744865201212441,-0.3352322774966605,0.38386359951217597,-0.6594577776943695,-0.051171938034010926
g,0.802375390392804,0.2584425205668743,0.16556457429346136,-0.12167625787854601,0.4466968055730441,0.2037874169646453,1.0145567460050795,-0.19677699309852903,-0.2812771987240895,-0.2836148114518529,0.036440132753758375,0.21041926829484847,0.004309527441847434,0.8938503640799597,0.8061561728750868,0.7301565299628162,0.457563581561943,-0.03564764206393921,0.3494219945272185,0.18855232630920285
h,0.7401260324747475,-0.24590902751199287,0.30171407347067497,-0.7909788056656507,0.5524297577132691,0.2422952801475652,0.5413464487705839,-0.4589462150721222,-0.03712713858212951,0.002221635653565541,-1.477547882981671,-0.5638319017892465,0.8309752727103513,-0.4339920194878009,-0.47452796430182564,-0.7744180266214633,0.6917182111098121,0.1975585694451267,0.06692482357900685,-0.013486247041421331
i,2.070742164456674,-2.3811203444108973,0.06230184142570234,0.05963967604641681,1.7897627961729068,0.8420862059584032,0.9651432543009878,0.7248112040449971,0.7813206676529987,0.40459820331438273,-0.5752722557535522,-0.1421363825642942,-0.4350325797368223,0.0036899359351147167,0.3619118626124827,0.2514723774864102,-0.11484898144880615,0.4193756857330319,-2.2842917388315544e-05,-0.3161103610850703
j,1.6818481082161896,-0.026394862196116954,-0.3427749128010949,0.3271293548963327,-1.5655640340475103,-2.0283744918761544,0.8062114536978043,1.049106277463116,-0.5883215724462787,-0.8430055755163584,-0.7437774948716936,0.5555247363368988,-0.3589228766734851,-0.05230099246867211,0.581352788000593,-0.3837118916033122,0.13142582212150342,0.02223133083545056,-0.49114405719187,-0.12102431688581373
