cipher_symbol,letter
1,T
10,A
100,T
101,E
102,D
103,E
104,R
105,A
106,H
107,E
108,V
109,R
11,S
110,I
111,H
112,I
113,E
114,O
115,S
116,S
117,R
118,L
119,L
12,E
120,N
121,I
122,Y
123,E
124,N
125,O
126,U
127,F
128,F
129,R
13,T
130,Z
131,C
132,L
133,D
134,P
135,D
136,F
137,F
138,B
139,H
14,F
140,A
141,E
142,T
143,N
144,H
145,P
146,O
147,A
148,O
149,I
15,I
150,O
151,E
152,H
153,A
154,T
155,A
156,E
157,S
158,J
159,K
16,U
160,R
161,V
162,D
163,I
164,E
165,E
166,R
167,D
168,A
169,E
17,T
170,I
171,H
172,U
173,L
174,T
175,Y
176,M
177,E
178,U
179,A
18,E
180,N
181,O
182,E
183,T
184,S
185,T
186,E
187,G
188,D
189,I
19,O
190,O
191,I
2,N
20,T
21,I
22,R
23,C
24,R
25,A
26,E
27,H
28,E
29,T
3,N
30,H
31,R
32,N
33,E
34,E
35,T
36,N
37,H
38,L
39,T
4,R
40,T
41,E
42,S
43,B
44,M
45,Y
46,A
47,S
48,W
49,O
5,C
50,Q
51,N
52,E
53,A
54,E
55,I
56,F
57,C
58,P
59,T
6,T
60,S
61,E
62,A
63,I
64,L
65,S
66,X
67,G
68,P
69,M
7,L
70,T
71,M
72,T
73,S
74,E
75,R
76,S
77,Y
78,O
79,T
8,O
80,D
81,I
82,H
83,O
84,N
85,W
86,H
87,O
88,E
89,G
9,I
90,W
91,N
92,H
93,A
94,O
95,U
96,C
97,N
98,B
99,A
