plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,1.0136534065141407,0.21123335734422896,0.3790172171517535,-1.0219028732317286,-1.1933411494606572,-0.14157144897866064,0.5116045251324559,0.1978398259585705,1.1688683308405998,0.4305216019086687,0.6915378333767357,0.45192175606687784,-0.2870324188068917,-0.0064574726095264195,-1.0136609818672127,0.28895875174221547,-0.40620928643183807,-0.03668547821670691,0.03935084854015533,0.042415040259649366
b,2.8308858296416917,-0.16350475840302509,-2.713741439648826,0.24974093150165155,0.41417012894389543,2.7981690863163364,0.5592439510564682,-1.2376808326532882,-0.07974951456240391,-0.23919082941810024,-0.4173537036335308,0.320420287201474,-0.04366270035169007,0.19315933844760666,-0.5842168365959179,-0.28295068626574216,0.23536500191362164,-0.2417709798302511,-0.20920797996796914,-0.042748023109899815
c,0.8875979834834616,-0.23637681124360235,-0.1560934611640335,0.8679007048291687,-0.623632979238285,0.018616677901704827,-0.7190677689869514,0.36891053985034405,0.06262489288656943,0.13711387977673148,0.5083376639940325,0.32326573836240097,-0.3520288835254215,-0.13605532377212387,-0.09731337006741661,-0.8238487079007146,0.37701543125466147,0.6280755799366853,0.24985777390760205,-0.006725623151885115
d,0.9403536803113716,0.28804059633912044,0.008522276698024734,0.5701836835044617,-0.3535340247777222,-0.804899230204729,-0.182037993601395,-0.21876222403196977,0.5625825316819989,-0.5067341298784335,-0.30035315838344095,-0.3765862306969597,0.1898587893304983,-0.2649086479031989,-0.24010731622485615,0.15974660847659913,-0.11294407297875089,-0.39327487167865977,0.022624566547793955,-0.064997290653544
e,1.6744063200360966,-0.12326467619136981,0.06575285416974068,-1.8698511346143734,-1.391251592585842,0.48912017602904445,-0.0022253218118742984,0.6110092480144111,0.6053613061720615,0.031730748346860536,0.3216114377356195,0.7734220632024136,0.4936547517931318,0.22855881302489828,0.1219488634366715,0.4467969853162803,0.8423284411124232,-0.13665232093894122,0.36655895968272006,-0.09036892862093872
f,0.5427621907889317,0.15499167517248993,-0.20200221486713651,0.7436792728703376,-0.7993800113162919,0.2923315397736648,-0.579678597266222,0.5088179784063253,-0.7376550200050204,0.5174704840120544,0.5018720733858808,-0.20104029445226884,0.24153133159649906,-0.01949105037453254,-0.29857254597435345,0.011073420207950881,-0.07826133727369292,0.10532465593464363,0.0317629078308788,-0.12598058823146652
g,1.019176709174139,-0.6043115711309581,-0.2133869602624812,0.4509100234947224,-0.26264571818039806,-0.6008936824350056,-0.2887302652496868,-0.7032834197364917,1.1477555014337955,0.29969945723003877,-0.35843951460686346,-0.09232633982839368,0.7688155230895676,0.1488986810202062,-0.27991405639193023,-0.6238375587205096,-0.6498317741804769,0.15348014885422873,0.19904792606072924,-0.05621350416936064
h,0.7695756859844651,-0.31331637204712276,0.6322282966885904,-0.06269563790803484,-0.4946140998265443,0.08796924117507142,-0.11381762545534134,-0.04521715032856276,0.5531838378972119,0.035681853869926304,0.017987338575555248,-1.0353307138389534,-1.2726717580500329,1.3167708982872781,-0.20232346147619087,0.22143952241438392,0.018890242269281838,0.17205817332750623,-0.09404172908528223,-0.03075531924529405
i,2.4329864334727,-0.7200654202849975,1.511540159475227,-2.1757321386092614,-0.6275540695436713,0.09175751021996076,-0.46302937666244265,0.422210569793381,0.06220908704729299,-1.1302479555244032,0.44393408050756644,-0.7454386238464286,0.10430395560010802,-0.3125447938956374,-0.10680811410070777,-0.829368769511585,-0.01770005757456503,-0.2925813539059018,-0.21627037941074345,0.10669920495355008
j,2.9216640012716857,-1.5741345954754216,-2.5428072138099034,0.41502418094290455,1.0400377680621626,-3.0425989845796204,-0.09576762357538576,-0.017068290711261057,0.5561072936149019,0.28729250335368806,0.609475165403497,0.10214373360774989,-0.029222452885839155,0.07539091563324965,0.08842593016735832,0.08228440312414605,0.17055923273018048,-0.28536064357740215,-0.19262073479879604,-0.05616327769558845
