cipher_symbol,letter
1,E
10,A
100,N
101,O
102,I
103,F
104,C
105,T
106,M
107,R
108,R
109,N
11,I
110,V
111,E
112,W
113,F
114,H
115,G
116,A
117,S
118,S
119,N
12,E
120,N
121,E
122,T
123,U
124,G
125,L
126,O
127,I
128,E
129,A
13,L
130,E
131,H
132,I
133,O
134,F
135,T
136,N
137,U
138,A
139,B
14,F
140,N
141,H
142,A
143,V
144,M
145,L
146,E
147,I
148,E
149,I
15,L
150,T
151,R
152,I
153,S
154,E
155,O
156,E
157,E
158,E
159,B
16,N
160,I
161,N
162,S
163,N
164,T
165,E
166,C
167,D
168,E
169,T
17,E
170,O
171,U
172,T
173,Y
174,W
175,G
176,V
177,E
178,I
179,M
18,I
180,T
181,N
182,D
183,H
184,P
185,C
186,E
187,O
188,O
189,E
19,M
190,T
191,D
192,D
193,D
194,C
195,O
196,R
197,O
198,R
199,R
2,I
20,R
200,T
201,E
202,M
203,P
204,W
205,R
206,T
207,D
208,T
209,S
21,E
210,F
211,E
212,E
213,O
214,O
215,S
216,M
217,O
218,R
219,O
22,I
220,W
221,I
222,Y
223,E
224,C
225,S
226,F
227,I
228,E
229,T
23,L
230,A
231,N
232,R
233,R
234,N
235,E
236,E
237,E
238,M
239,Y
24,N
240,L
241,W
242,C
243,A
244,T
245,E
246,B
247,O
248,T
249,M
25,O
250,C
251,R
252,R
253,O
254,A
255,N
256,S
257,E
258,C
259,A
26,I
260,T
261,N
262,S
263,R
264,O
265,C
266,R
267,T
268,I
269,O
27,A
270,H
271,T
272,X
273,F
274,W
275,S
276,T
277,H
278,S
279,O
28,L
280,P
281,A
282,R
283,G
284,E
285,P
286,O
287,U
288,B
289,E
29,M
290,L
291,H
292,D
293,H
294,O
295,O
296,I
297,I
298,L
299,V
3,S
30,R
300,T
301,L
302,G
303,T
304,Y
305,N
306,S
307,Y
308,A
309,E
31,A
310,G
311,S
312,N
313,I
314,I
315,F
316,T
317,D
318,L
319,Y
32,I
320,T
321,S
322,H
323,E
324,O
325,E
326,T
327,B
328,T
329,T
33,L
330,V
331,H
332,R
333,P
334,N
335,R
336,R
337,N
338,N
339,G
34,T
340,T
341,T
342,B
343,A
344,U
345,E
346,N
347,S
348,H
349,L
35,H
350,O
351,E
352,S
353,N
354,V
355,N
356,F
357,S
358,H
359,A
36,O
360,T
361,H
362,R
363,F
364,T
365,E
366,E
367,I
368,S
369,N
37,O
370,E
371,D
372,E
373,E
374,E
375,T
376,S
377,S
378,E
379,N
38,C
380,T
381,W
382,N
383,W
384,G
385,Q
386,R
387,S
388,R
389,F
39,E
390,E
391,Y
392,H
393,H
394,O
395,N
396,A
397,E
398,R
399,U
4,T
40,A
400,E
401,T
402,N
403,N
404,O
405,E
406,I
407,R
408,R
409,I
41,N
410,M
411,N
412,C
413,T
414,E
415,N
416,A
417,I
418,A
419,L
42,E
420,I
421,A
422,Z
423,L
424,A
425,T
426,T
427,I
428,L
429,O
43,L
430,W
431,S
432,E
433,E
434,R
435,E
436,I
437,S
438,H
439,A
44,E
440,S
441,T
442,H
443,E
444,S
445,E
446,I
447,R
448,F
449,A
45,O
450,M
451,C
452,U
453,V
454,S
455,E
456,O
457,T
458,R
459,O
46,A
460,T
461,T
462,S
463,D
464,V
465,T
466,O
467,I
468,B
469,M
47,T
470,R
471,H
472,H
473,U
474,H
475,R
476,H
477,E
478,H
479,R
48,N
480,H
481,I
482,F
483,E
484,D
485,R
486,H
487,E
488,M
489,E
49,O
490,O
491,T
492,M
493,O
494,U
495,E
496,E
497,C
498,O
499,W
5,N
50,A
500,D
501,N
502,F
503,N
504,T
505,I
506,A
507,O
508,I
509,Y
51,I
510,I
511,E
512,F
513,A
514,E
515,T
516,I
517,U
518,T
519,I
52,P
520,N
521,R
522,A
523,L
524,A
525,O
526,D
527,U
528,N
529,S
53,H
530,A
531,C
532,A
533,O
534,E
535,N
536,A
537,D
538,J
539,C
54,R
540,N
541,O
542,B
543,E
544,A
545,H
546,U
547,N
548,M
549,A
55,O
550,Y
551,I
552,F
553,U
554,H
555,O
556,E
557,A
558,L
559,T
56,T
560,U
561,U
562,O
563,E
564,I
565,A
566,A
567,I
568,S
569,C
57,F
570,W
571,A
572,A
573,E
574,T
575,V
576,N
577,E
578,G
579,T
58,G
580,H
581,E
582,O
583,F
584,U
585,E
586,N
587,H
588,M
589,T
59,M
590,T
591,A
592,R
593,O
594,F
595,H
596,M
597,S
598,E
599,T
6,H
60,F
600,N
601,G
602,I
603,G
604,O
605,E
606,H
607,F
608,E
609,R
61,B
610,H
611,S
612,O
613,T
614,O
615,A
616,P
617,E
618,I
619,B
62,O
620,E
621,K
622,N
623,E
624,R
625,O
626,I
627,M
628,A
629,A
63,T
630,P
631,H
632,M
633,O
634,N
635,I
636,I
637,T
638,T
639,R
64,O
640,L
641,C
642,T
643,E
