cipher_symbol,letter
1,G
10,L
100,E
101,N
102,T
103,F
104,E
105,V
106,M
107,S
108,C
109,E
11,F
110,E
111,I
112,P
113,T
114,M
115,G
116,R
117,I
118,R
119,M
12,S
120,D
121,O
122,D
123,E
124,A
125,R
126,H
127,H
128,I
129,F
13,E
130,H
131,Y
132,A
133,H
134,O
135,O
136,T
137,L
138,T
139,T
14,T
140,I
141,N
142,A
143,C
144,I
145,E
146,A
147,A
148,H
149,R
15,T
150,N
151,X
152,C
153,U
154,N
155,U
156,G
157,L
158,Y
159,N
16,R
160,I
161,T
162,E
163,O
164,N
165,O
166,H
167,T
168,N
169,R
17,F
170,E
171,A
172,D
173,O
174,T
175,Y
176,A
177,E
178,N
179,T
18,O
180,D
181,S
182,R
183,W
184,E
185,T
186,O
187,B
188,H
189,W
19,E
190,D
191,E
2,A
20,O
21,D
22,S
23,O
24,N
25,L
26,O
27,U
28,A
29,F
3,V
30,T
31,H
32,Z
33,T
34,E
35,R
36,T
37,B
38,I
39,D
4,M
40,J
41,R
42,U
43,A
44,S
45,A
46,R
47,E
48,H
49,I
5,E
50,I
51,E
52,S
53,N
54,E
55,U
56,M
57,D
58,U
59,E
6,C
60,O
61,N
62,A
63,S
64,E
65,A
66,S
67,I
68,E
69,Y
7,H
70,O
71,S
72,S
73,L
74,O
75,N
76,Y
77,D
78,P
79,C
8,A
80,L
81,T
82,H
83,K
84,D
85,T
86,I
87,P
88,Q
89,W
9,E
90,A
91,W
92,N
93,E
94,I
95,N
96,E
97,T
98,R
99,D
