plaintext_letter,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19
a,1.8782073558442387,-0.711267298413275,0.8355852349868444,0.05791500006619056,1.0597294803463357,0.9993425070756162,-0.5209070479241101,-0.672360022105429,-0.02270353207026365,0.3952866199804002,0.04348513758256227,0.27166877465613104,-0.27050456061152556,-0.20148661198589335,-0.583218048709265,0.3548916427677892,0.3759943923806003,0.11124166168341042,-0.20328859311962025,-0.18087674875516638
b,2.2715779972471726,0.1642698156185335,-0.07906522637099876,0.9351937114900488,1.1844825898965265,-1.4783948625655603,-0.9718570822246967,-0.40074278975877725,0.8279984587961303,0.11120428015575451,-0.5064637981045866,0.17725321336851582,-0.38096990284741583,0.17013764626975028,0.4716073147189117,-0.16640258065630315,0.20829698579128214,0.2390463851097681,0.22125393652994305,0.06121860977630845
c,1.1418443364164494,0.10682755779717013,-0.8903107682293312,-0.17830889444441086,-0.3942777104060221,-0.5971970614470851,0.13412264346706795,-0.49443984926532064,0.5692436741417374,-0.8225164987856938,0.007396114682949032,0.5585300407055601,0.0493995546763084,0.1856405518289978,-0.15764887868538185,-0.14658439726926667,-0.30394894647984444,0.2865555304699391,-0.21404677743562647,0.08550090238500153
d,0.8680745870620739,0.10351823879173828,-0.002610300306573574,-0.3571500834781195,0.3625184984575381,-0.33918678311815476,-0.41937365561292234,-0.5846072878195999,0.824500557484538,0.9340215064939261,0.27721484558009946,-0.6831580350588774,0.45738790280314656,0.43193283798814086,0.23884443493831276,0.09349834111787651,0.18968969275527714,0.049604749361062926,-0.2470300379759573,-0.12717325788845843
e,2.312236974720263,-1.6728822771406278,1.3487356596991966,-1.2735025225680412,0.2699556453288127,0.18469877392180556,0.9622905403042251,0.21524577645793067,-0.003954596006386832,0.14523349330637142,-0.34161861512114,0.42719840056070807,-0.12185961955915087,0.6334456617622612,0.042709099941872136,-0.06942137055588544,0.33458643779122926,-0.3759590029292265,0.24345724201998273,0.19832740707336252
f,0.9233896945305191,-0.026070428454743725,-1.114467816674293,0.30463323023751915,0.2025828699847704,-0.5584512234515326,0.25461087158110873,0.008972774470700755,-0.21415932408870994,-0.639514288466224,1.1591831262946461,0.38581854169469315,0.4719837219542996,0.16821856171424907,0.16050134661190385,0.20018525693119346,0.42907587779057765,0.1671714002941431,0.0840023129322138,0.22820414588061877
g,1.1306764433049281,0.8008985325546686,0.4110648706230095,-0.23616527117618907,-0.6491025350838577,-0.24623846958921125,0.6351045930111731,-0.826773816209878,0.912418492867962,0.5652898800218066,0.3470142004844764,-0.30676619014733153,0.6182929062527271,-0.701393554235418,-0.23288520298476392,0.21670027485598445,-0.023676668554219907,-0.010759492226995038,0.37827281071920754,0.07606231525182108
h,1.0771130562288773,-0.44151848218311107,-0.1491003922060454,-0.6511496836381019,-0.8606856803710067,0.1668082049560508,-1.5473073148336407,-1.2078425256381555,-1.1086133906248723,-0.8077063440753103,-0.4701729125907418,-0.41700920400126174,0.2735213760066961,0.07018443953998067,0.019196010665440723,0.3741419428219342,0.05926333302486362,-0.21754213938276562,0.19098742142865371,0.06427829137106605
i,2.2206879722056723,-2.537258382954296,0.5439997422911341,-1.1861811828081648,-1.2848598276908214,-0.8929535090584598,-0.18951199170460148,-0.04933708856602354,-0.17306601808658417,0.23282299624747932,-0.06874784838403898,0.13416131378326962,0.30975859249071264,-0.33709244833563473,0.04473792606628973,-0.5107253253321866,-0.27240473259169345,0.22861951871874825,-0.26133039444434797,-0.057750122341005475
j,1.6503828337065052,0.9101604989650219,-0.6218067375711973,0.08789279206551052,0.6629990040647346,0.2941999288744984,0.6489455315025547,-0.5129303616635986,-0.9643637655575209,0.7456514394031798,-0.04190721275144857,0.1252930674113202,0.2997050728722171,0.7178997376881889,-0.3649990874414015,0.0016585213780597483,-0.6036535678060759,0.24311307430555745,0.1040794311343995,0.07319038085694334
