cipher_symbol,letter
1,A
10,U
100,P
101,H
102,E
103,R
104,R
105,A
106,S
107,T
108,O
109,T
11,A
110,Y
111,N
112,R
113,I
114,R
115,C
116,E
117,O
118,N
119,L
12,Y
120,F
121,C
122,L
123,L
124,R
125,A
126,E
127,N
128,H
129,N
13,S
130,E
131,S
132,O
133,S
134,O
135,D
136,T
137,R
138,T
139,D
14,T
140,U
141,O
142,A
143,D
144,A
145,D
146,E
147,T
148,N
149,V
15,E
150,L
151,H
152,P
153,S
154,I
155,J
156,A
157,R
158,F
159,N
16,E
160,I
161,W
162,O
163,T
164,B
165,H
166,T
167,A
168,O
169,E
17,I
170,I
171,H
172,A
173,L
174,L
175,M
176,S
177,O
178,N
179,T
18,E
180,K
181,D
182,T
183,D
184,T
185,H
186,N
187,N
188,F
189,Y
19,K
190,N
191,V
192,H
193,F
194,U
195,X
196,R
197,M
198,S
199,I
2,A
20,Y
200,E
201,E
202,B
203,I
204,E
205,A
206,C
207,R
208,H
209,T
21,O
210,L
211,S
212,I
213,E
214,R
215,E
216,I
22,B
23,T
24,I
25,N
26,E
27,T
28,H
29,R
3,T
30,Q
31,A
32,W
33,U
34,U
35,L
36,S
37,T
38,W
39,E
4,S
40,D
41,Y
42,O
43,E
44,Z
45,T
46,H
47,E
48,U
49,N
5,A
50,W
51,E
52,M
53,O
54,E
55,A
56,G
57,T
58,S
59,E
6,H
60,E
61,C
62,H
63,G
64,D
65,M
66,H
67,E
68,N
69,E
7,H
70,E
71,I
72,I
73,P
74,O
75,D
76,A
77,N
78,S
79,G
8,D
80,S
81,I
82,L
83,O
84,H
85,W
86,E
87,H
88,E
89,A
9,A
90,E
91,I
92,M
93,G
94,O
95,W
96,E
97,S
98,W
99,N
