cipher_symbol,letter
1,L
10,I
100,E
101,W
102,G
103,T
104,S
105,S
106,W
107,A
108,A
109,W
11,T
110,T
111,S
112,E
113,I
114,T
115,F
116,P
117,K
118,H
119,N
12,K
120,F
121,I
122,R
123,H
124,N
125,M
126,O
127,V
128,E
129,L
13,M
130,N
131,A
132,R
133,O
134,E
135,D
136,A
137,S
138,H
139,N
14,N
140,E
141,E
142,U
143,O
144,E
145,N
146,R
147,E
148,R
149,T
15,A
150,C
151,C
152,S
153,T
154,L
155,A
156,E
157,U
158,H
159,D
16,R
160,R
161,A
162,O
163,L
164,I
165,I
166,T
167,F
168,H
169,N
17,N
170,H
171,T
172,O
173,E
174,R
175,I
176,R
177,R
178,C
179,R
18,L
180,T
181,E
182,A
183,E
184,S
185,I
186,T
187,G
188,O
189,H
19,O
190,H
191,D
192,E
193,N
194,V
195,E
196,A
197,D
198,N
199,N
2,D
20,G
200,E
201,E
202,Z
203,G
204,I
205,N
206,R
207,S
208,D
209,E
21,P
210,X
211,O
212,N
213,O
214,O
215,T
216,R
217,E
218,D
219,E
22,M
220,O
221,A
222,H
23,E
24,P
25,H
26,S
27,I
28,E
29,I
3,S
30,V
31,A
32,B
33,T
34,H
35,T
36,L
37,E
38,H
39,O
4,O
40,W
41,L
42,C
43,Y
44,B
45,T
46,T
47,D
48,U
49,H
5,R
50,N
51,O
52,L
53,I
54,O
55,A
56,A
57,O
58,F
59,D
6,D
60,O
61,T
62,O
63,M
64,B
65,W
66,S
67,R
68,E
69,L
7,E
70,A
71,N
72,C
73,A
74,H
75,H
76,C
77,G
78,A
79,Q
8,E
80,M
81,U
82,F
83,T
84,I
85,A
86,A
87,L
88,U
89,A
9,I
90,T
91,S
92,T
93,F
94,Y
95,E
96,H
97,Y
98,J
99,S
