cipher_symbol,letter
1,B
10,A
100,S
101,W
102,W
103,I
104,I
105,Y
106,A
107,L
108,O
109,S
11,O
110,T
111,Y
112,T
113,T
114,E
115,R
116,C
117,C
118,E
119,L
12,A
120,F
121,M
122,E
123,M
124,E
125,U
126,H
127,M
128,S
129,T
13,D
130,O
131,E
132,S
133,R
134,T
135,O
136,S
137,O
138,G
139,E
14,V
140,Y
141,I
142,G
143,A
144,D
145,S
146,U
147,S
148,D
149,S
15,F
150,A
151,T
152,E
153,I
154,A
155,N
156,X
157,O
158,T
159,U
16,R
160,V
161,I
162,N
163,N
164,U
165,H
166,I
167,O
168,K
169,M
17,V
170,E
171,L
172,N
173,E
174,C
175,L
176,D
177,T
178,M
179,E
18,R
180,T
181,A
182,W
183,M
184,D
185,B
186,C
187,E
188,A
189,H
19,E
190,T
191,L
192,J
193,V
194,R
195,E
196,L
197,I
198,R
199,A
2,E
20,N
200,S
201,H
202,H
203,Q
204,E
205,A
206,R
207,T
208,K
209,G
21,M
210,E
211,U
212,D
213,S
214,W
215,I
216,E
217,E
218,I
219,A
22,H
220,T
221,E
222,H
223,N
224,E
225,I
226,L
227,N
228,N
229,A
23,O
230,F
231,A
232,E
233,U
234,D
235,O
236,I
237,H
238,T
239,T
24,P
240,O
241,E
242,E
243,T
244,T
245,A
246,T
247,I
248,Z
249,P
25,O
250,T
251,O
252,S
253,G
254,A
255,G
256,R
257,S
258,A
259,I
26,O
260,Y
261,N
262,F
263,O
264,I
27,S
28,A
29,O
3,R
30,E
31,H
32,N
33,N
34,S
35,E
36,T
37,O
38,N
39,O
4,B
40,H
41,D
42,N
43,L
44,E
45,A
46,C
47,A
48,I
49,S
5,I
50,H
51,D
52,O
53,E
54,Y
55,R
56,O
57,U
58,O
59,D
6,E
60,R
61,H
62,W
63,E
64,L
65,O
66,T
67,I
68,U
69,Y
7,D
70,B
71,T
72,O
73,L
74,N
75,H
76,I
77,A
78,N
79,G
8,K
80,H
81,I
82,S
83,Y
84,T
85,I
86,E
87,T
88,R
89,O
9,T
90,N
91,H
92,L
93,N
94,R
95,A
96,U
97,E
98,W
99,H
