cipher_symbol,letter
1,A
10,B
100,D
101,T
102,D
103,X
104,T
105,H
106,F
107,S
108,O
109,T
11,R
110,I
111,T
112,A
113,N
114,E
115,E
116,I
117,L
118,E
119,O
12,I
120,E
121,T
122,Y
123,I
124,A
125,A
126,D
127,E
128,D
129,T
13,E
130,N
131,M
132,A
133,A
134,S
135,M
136,Y
137,N
138,C
139,S
14,T
140,R
141,D
142,E
143,U
144,C
145,A
146,A
147,O
148,E
149,W
15,W
150,H
151,I
152,M
153,T
154,S
155,S
156,R
157,K
158,L
159,V
16,D
160,R
161,I
162,S
163,E
164,O
165,T
166,T
167,R
168,N
169,A
17,N
170,E
171,U
172,B
173,R
174,U
175,D
176,H
177,T
178,M
179,P
18,F
180,E
181,M
182,I
183,T
184,J
185,C
186,U
187,I
188,W
189,T
19,L
190,E
191,E
192,E
193,L
194,L
195,N
196,P
197,R
198,E
199,O
2,A
20,H
200,V
201,N
202,L
203,N
204,N
205,O
206,E
207,S
208,N
209,A
21,H
210,E
211,N
212,A
213,A
214,H
215,E
216,T
217,L
218,L
219,Y
22,T
220,S
221,G
222,N
223,E
224,H
225,I
226,S
227,S
228,Z
229,S
23,I
230,E
231,P
232,E
233,O
234,T
235,N
236,G
237,R
238,U
239,S
24,F
240,O
241,O
242,D
243,P
244,R
245,S
246,U
25,I
26,E
27,E
28,E
29,O
3,S
30,D
31,H
32,W
33,I
34,I
35,Y
36,O
37,H
38,N
39,R
4,M
40,A
41,C
42,T
43,F
44,A
45,E
46,E
47,D
48,R
49,Y
5,F
50,G
51,Y
52,C
53,T
54,I
55,H
56,D
57,D
58,O
59,I
6,F
60,A
61,W
62,O
63,U
64,O
65,T
66,O
67,N
68,B
69,O
7,A
70,A
71,E
72,D
73,R
74,T
75,H
76,G
77,A
78,C
79,H
8,L
80,O
81,I
82,T
83,U
84,R
85,E
86,S
87,B
88,N
89,N
9,O
90,E
91,E
92,A
93,I
94,T
95,L
96,H
97,N
98,M
99,E
